hoken_tokei_id,prefectures_id,age_id,gender_id,height_ave,height_sd,weight_ave,weight_sd
1160,7,17,1,169.7,5.57,63.8,12.05
1161,8,17,1,170.3,6.22,63.6,11.36
1162,9,17,1,170.4,5.55,62.5,9.45
1163,10,17,1,170.6,5.6,62.7,10.01
1164,11,17,1,170.6,5.48,62.1,9.75
1165,12,17,1,170.9,6.14,63.3,11.96
1166,13,17,1,171.6,6.03,62.4,10.95
1167,14,17,1,170.8,5.9,61.9,11.46
1168,15,17,1,171.2,5.96,62.4,10.66
1169,16,17,1,171.3,6.19,62,9.14
1170,17,17,1,171.5,5.75,64.5,9.91
1171,18,17,1,171.7,6.21,64,11.27
1172,19,17,1,170.5,5.61,63,11.87
1173,20,17,1,170.3,5.75,61.9,10.44
1174,21,17,1,170.8,5.69,62.3,9.75
1175,22,17,1,170.2,6.05,60.6,10.75
1176,23,17,1,170.5,5.92,61.5,10.28
1177,24,17,1,170.9,6.27,62.5,10.3
1178,25,17,1,170.8,5.89,62.4,9.93
1179,26,17,1,170.6,5.66,62.3,10.74
1180,27,17,1,170.5,5.92,62.8,10.79
1181,28,17,1,170.5,5.64,61.7,9.5
1182,29,17,1,170.5,5.45,62,9.8
1183,30,17,1,171.2,5.77,63.8,11.41
1184,31,17,1,171.1,5.75,62.4,9.92
1185,32,17,1,170.3,5.79,62.5,9.69
1186,33,17,1,169.9,6.37,62.1,10.89
1187,34,17,1,170.4,5.59,62.3,9.53
1188,35,17,1,170.3,6.06,62.4,11.2
1189,36,17,1,170.1,5.85,62.2,9.6
1190,37,17,1,169.9,5.77,62.8,11.14
1191,38,17,1,169.7,5.77,61.7,10.06
1192,39,17,1,169.7,5.31,62.1,9.76
1193,40,17,1,170.7,5.58,62.6,9.45
1194,41,17,1,170.2,5.98,62.8,9.96
1195,42,17,1,171,5.63,63.1,10.19
1196,43,17,1,170.1,5.78,62.1,9.58
1197,44,17,1,169.5,5.96,63.3,11.66
1198,45,17,1,170,5.88,63.4,10.12
1199,46,17,1,169.9,5.95,62,9.54
1200,47,17,1,168.6,5.98,61.6,11.2
1201,0,17,2,157.9,5.34,53,7.72
1202,1,17,2,158.2,5.28,53.4,8.73
1203,2,17,2,157.8,5.7,54.1,8.15
1204,3,17,2,157.9,5.3,54.8,8.95
1205,4,17,2,157.6,5.33,53.8,8.82
1206,5,17,2,158.2,5.46,53.1,7.34
1207,6,17,2,158.3,5.71,54.2,7.87
1208,7,17,2,157.7,5.32,54,8.12
1209,8,17,2,157.8,5.25,53.5,8.16
1210,9,17,2,157.4,5.27,53.4,7.31
1211,10,17,2,157.6,5.17,52.9,7.24
1212,11,17,2,158.2,5.53,53.5,7.41
1213,12,17,2,158.6,5.76,53.9,7.95
1214,13,17,2,158.6,5.28,52.8,7.43
1215,14,17,2,158,5.36,53.3,8.67
1216,15,17,2,157.9,5.43,53.2,7.59
1217,16,17,2,158,5.19,52.6,6.69
1218,17,17,2,158.8,5.28,53.8,8.16
1219,18,17,2,158.6,5.56,54.4,7.6
1220,19,17,2,157.8,5.34,53.5,8.56
1221,20,17,2,157.5,5.24,52.4,7.58
1222,21,17,2,157.5,5.7,52.2,6.94
1223,22,17,2,158,5.45,52.7,7.59
1224,23,17,2,157.5,5.03,52.3,7.43
1225,24,17,2,157.9,5.52,53.4,7.21
1226,25,17,2,158.1,5.12,52.7,7.18
1227,26,17,2,158.4,5.2,52.7,8.02
1228,27,17,2,158,5.23,52.3,7.26
1229,28,17,2,157.7,5.13,52.9,7.36
1230,29,17,2,158,5.43,53.1,8.25
1231,30,17,2,158.1,5.61,53.2,7.64
1232,31,17,2,157.8,4.94,52.4,7.34
1233,32,17,2,156.9,5.58,52.1,7.46
1234,33,17,2,157.1,5.08,52,7.23
1235,34,17,2,157.4,5.07,51.9,7.1
1236,35,17,2,157.2,5.13,52.6,7.06
1237,36,17,2,157.4,5.18,53.7,8.17
1238,37,17,2,156.8,5.34,53,7.98
1239,38,17,2,156.8,5.31,52.7,7.43
1240,39,17,2,156.9,5.23,52.6,7.53
1241,40,17,2,157.1,5.41,52.1,7.44
1242,41,17,2,157.1,5.4,52.9,7.81
1243,42,17,2,158,5.47,53.8,7.64
1244,43,17,2,156.9,5.05,52.5,7.32
1245,44,17,2,156.8,5.33,52.4,7.34
1246,45,17,2,157.1,4.96,53.5,7.52
1247,46,17,2,158,5.16,53.4,7.35
1248,47,17,2,156.8,5.38,52.5,8.28
